$$Product2.StockKeepingUnit$ProductSellingModel.Name,IsDefault,Product2.Name,ProductSellingModel.$$Name$SellingModelType,ProrationPolicy.Name
TEST-SUB;Term Monthly,false,Subscription,Term Monthly;TermDefined,Default Proration Policy
QB-INTEL E5-2667;One-Time,true,Intel Xeon E5-2667 v4 3.2GHz,One-Time;OneTime,
QB-SRV-PMN;One-Time,true,Project Manager,One-Time;OneTime,
QB-API-MGMT;Evergreen Monthly,false,QB API Management Solution,Evergreen Monthly;Evergreen,Default Proration Policy
QB-COMPLETE;Evergreen Monthly,false,QuantumBit Complete Solution,Evergreen Monthly;Evergreen,Default Proration Policy
QB-API-REQT;Term Monthly,false,API Access Requests (AEH),Term Monthly;TermDefined,Default Proration Policy
QB-COMPLETE;One-Time,false,QuantumBit Complete Solution,One-Time;OneTime,
QB-MSG-STRT;Evergreen Monthly,false,Additional Messages - QB Starter,Evergreen Monthly;Evergreen,Default Proration Policy
QB-DAT-THPT;Evergreen Monthly,false,Additional Data Throughput (TB),Evergreen Monthly;Evergreen,Default Proration Policy
QB-FLO-STRT;Evergreen Monthly,false,Additional Flows - QB Starter,Evergreen Monthly;Evergreen,Default Proration Policy
QB-API-REQT;Evergreen Monthly,false,API Access Requests (AEH),Evergreen Monthly;Evergreen,Default Proration Policy
QB-AUT-CRED;Evergreen Monthly,false,Additional Automation QB Credits,Evergreen Monthly;Evergreen,Default Proration Policy
QB-FLO-STRT;Term Monthly,false,Additional Flows - QB Starter,Term Monthly;TermDefined,Default Proration Policy
QB-DAT-THPT;Term Monthly,false,Additional Data Throughput (TB),Term Monthly;TermDefined,Default Proration Policy
QB-API-MGMT;Term Monthly,false,QB API Management Solution,Term Monthly;TermDefined,Default Proration Policy
QB-COMPLETE;Term Monthly,false,QuantumBit Complete Solution,Term Monthly;TermDefined,Default Proration Policy
QB-MSG-STRT;Term Monthly,false,Additional Messages - QB Starter,Term Monthly;TermDefined,Default Proration Policy
QB-AUT-CRED;Term Monthly,false,Additional Automation QB Credits,Term Monthly;TermDefined,Default Proration Policy
TEST-SUB;Term Annual,true,Subscription,Term Annual;TermDefined,Default Proration Policy
TEST-SUB;Evergreen Annual,false,Subscription,Evergreen Annual;Evergreen,Default Proration Policy
QB-SUPP-2000;Term Annual,true,Software Maintenance,Term Annual;TermDefined,Default Proration Policy
